data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2023-02-12,202307,350.0,350,350,350,0.99736804,13.481465,0,3,230440020230719773,2024-02-20,0,1.2496636,2596157,27.2,84.4666862,0,1,1,83.6242122,82.7817414,27.2,27.2,141.0,,,,,273270
2023-02-05,202306,312.0,312,312,312,0.98232967,12.017763,0,1,230440020230619768,2024-02-15,0,1.1923636,2596157,27.5714285714286,80.2949991428571,0,1,1,79.9473411428571,79.5996832857143,27.5714285714286,27.5714285714286,122.0,,,,,273270
2023-01-29,202305,265.0,265,265,265,0.8525471,9.863725,0,1,230440020230519759,2024-02-06,0,1.0975267,2686612,26.5714285714286,84.5405547142857,0,0,1,80.2642725714286,75.7676025714286,27.4464285714286,28.2857142857143,116.0,,,,,273270
2023-01-22,202304,270.0,270,270,270,0.98391706,10.049832,0,3,230440020230419752,2024-01-30,0,1.2133083,2686612,26.7142857142857,83.075269,0,1,1,83.075269,83.075269,26.7142857142857,26.7142857142857,108.0,,,,,273270
2023-01-15,202303,255.0,255,255,255,0.99187714,9.4915085,0,1,230440020230319747,2024-01-25,0,1.2522616,2686612,26.7142857142857,82.3323757142857,0,1,1,82.3323757142857,82.3323757142857,26.7142857142857,26.7142857142857,94.0,,,,,273270
2023-01-08,202302,187.0,187,187,187,0.92944044,6.960439,0,1,230440020230219747,2024-01-25,0,1.1713299,2686612,26.5714285714286,85.1289542857143,0,0,1,76.3165211428571,65.4517624285714,27.9583334285714,30.1428571428571,57.0,,,,,273270
2023-01-01,202301,263.0,263,263,263,1.0,9.789281,0,1,230440020230119740,2024-01-18,0,2.1988823,2686612,26,85.1160938571429,0,1,1,74.4659814285714,62.0516348571429,28.1190474285714,30.7142857142857,90.0,,,,,273270
2022-12-25,202252,140.0,140,140,140,0.9719169,5.2110243,0,1,230440020225219733,2024-01-11,0,1.2739125,2686612,25.3333333333333,83.490202,0,0,0,75.6661633333333,68.9519556666667,26.8050506666667,28,39.0,,,,,273270
2022-12-18,202251,98.0,98,98,98,0.030448131,3.647717,0,1,230440020225119718,2023-12-27,0,0.7780268,2686612,25.5,81.173031,0,0,0,72.909875,58.690465,27.5625,30.5,28.0,,,,,273270
2022-12-11,202250,102.0,102,102,102,0.0005744754,3.7966032,0,1,230440020225019718,2023-12-27,0,0.663512,2686612,26.3333333333333,82.0990931666667,0,0,0,73.1809623333333,60.7857986666667,28.017045,30.3333333333333,38.0,,,,,273270
2022-12-04,202249,118.0,118,118,118,4.037639e-05,4.392149,0,1,230440020224919708,2023-12-17,0,0.63308525,2686612,25.7142857142857,85.8540868571429,0,0,0,73.16359,57.8666952857143,27.8820348571429,31,48.0,,,,,273270
2022-11-27,202248,173.0,173,173,173,0.026091674,6.439337,0,1,230440020224819684,2023-11-23,0,0.8200062,2686612,26.2857142857143,81.5147902857143,0,0,0,72.4192072857143,59.4643968571429,27.770238,30.2857142857143,61.0,,,,,273270
2022-11-20,202247,176.0,176,176,176,0.119188264,6.5510015,0,1,230440020224719684,2023-11-23,0,0.8853405,2686612,26.1428571428571,81.5417505714286,0,0,0,72.6957478571429,60.5606511428571,27.700397,29.8571428571429,59.0,,,,,273270
2022-11-13,202246,254.0,254,254,254,0.99991745,9.454287,0,1,230440020224619684,2023-11-23,0,1.4418694,2686612,25.8571428571429,82.3532862857143,0,1,1,73.3746991428571,63.7348662857143,27.5571428571429,29.2857142857143,81.0,,,,,273270
2022-11-06,202245,200.0,200,200,200,0.90934026,7.44432,0,1,230440020224519684,2023-11-23,0,1.148223,2686612,25.7142857142857,85.8298442857143,0,0,1,74.3288985714286,62.1810008571429,27.5487011428571,30.2857142857143,86.0,,,,,273270
2022-10-30,202244,159.0,159,159,159,0.037200764,5.9182343,0,1,230440020224419684,2023-11-23,0,0.82649416,2686612,25.2857142857143,85.8723248571429,0,0,0,73.2638652857143,57.4400791428571,27.8417917142857,30.8571428571429,60.0,,,,,273270
2022-10-23,202243,160.0,160,160,160,0.00071179174,5.9554563,0,1,230440020224319684,2023-11-23,0,0.7202345,2686612,25.8571428571429,82.8818274285714,0,0,0,73.2093607142857,61.2658278571429,27.7103177142857,29.8571428571429,64.0,,,,,273270
2022-10-16,202242,204.0,204,204,204,0.00451311,7.5932064,0,1,230440020224219684,2023-11-23,0,0.784216,2686612,25.4285714285714,83.7179377142857,0,0,1,71.4639482857143,54.146758,27.6604557142857,30.5714285714286,84.0,,,,,273270
2022-10-09,202241,192.0,192,192,192,9.915135e-07,7.1465473,0,1,230440020224119684,2023-11-23,0,0.647308,2686612,25.8571428571429,80.8942994285714,0,0,1,70.853955,52.618701,27.9583334285714,31.2857142857143,75.0,,,,,273270
2022-10-02,202240,297.0,297,297,297,0.028336681,11.054815,0,1,230440020224019684,2023-11-23,0,0.8602606,2686612,25.2857142857143,85.8972531428571,0,0,1,72.6827,56.107463,27.4350645714286,30.4285714285714,95.0,,,,,273270
2022-09-25,202239,260.0,260,260,260,5.7731373e-08,9.677616,0,1,230440020223919684,2023-11-23,0,0.6580744,2686612,25.4285714285714,82.2562502857143,0,0,1,72.4194042857143,58.222506,27.2115388571429,29.8571428571429,138.0,,,,,273270
2022-09-18,202238,360.0,360,360,360,0.0058831996,13.399776,0,1,230440020223819684,2023-11-23,0,0.83574694,2686612,25.4285714285714,84.2857822857143,0,0,1,74.8755998571429,61.2212342857143,27.0141774285714,29.4285714285714,161.0,,,,,273270
2022-09-11,202237,398.0,398,398,398,0.025654575,14.814198,0,1,230440020223719684,2023-11-23,0,0.8749829,2686612,25,85.856362,0,0,1,75.6241244285714,64.4444011428571,26.6527777142857,28.5714285714286,167.0,,,,,273270
2022-09-04,202236,451.0,451,451,451,0.08075616,16.786942,0,1,230440020223619684,2023-11-23,5,0.9129349,2686612,24.5714285714286,80.8026988571429,0,0,1,65.8117125714286,44.8360584285714,27.345238,31.1428571428571,192.0,,,,,273270
2022-08-28,202235,442.0,442,442,442,8.3248226e-05,16.451948,0,1,230440020223519684,2023-11-23,0,0.7878035,2686612,24.1428571428571,82.1782514285714,0,0,1,71.8595151428571,55.802585,26.5693725714286,29.4285714285714,228.0,,,,,273270
2022-08-21,202234,473.0,473,473,473,2.5305837e-08,17.605818,0,1,230440020223419684,2023-11-23,20,0.7214863,2686612,24,84.2740011428571,0,0,1,71.6180652857143,50.9563738571429,26.7069598571429,30.1428571428571,297.0,,,,,273270
2022-08-14,202233,568.0,568,568,568,4.885965e-07,21.141869,0,1,230440020223319684,2023-11-23,24,0.7623198,2686612,23.2857142857143,82.7117668571429,0,0,1,70.1304648571429,50.9580555714286,26.3239011428571,29.5714285714286,331.0,,,,,273270
2022-08-07,202232,605.0,605,605,605,2.053542e-06,22.519068,0,1,230440020223219684,2023-11-23,23,0.77975494,2686612,24.2857142857143,87.246134,1,0,1,74.9370078571429,58.164465,26.9285714285714,3E+1,323.0,,,,,273270
2022-07-31,202231,859.0,859,859,859,0.9595066,31.973354,0,1,230440020223119684,2023-11-23,25,1.0898151,2686612,24,90.3805802857143,1,1,1,80.18555,65.4887371428571,26.0837304285714,28.8571428571429,515.0,,,,,273270
2022-07-24,202230,735.0,735,735,735,0.0015246652,27.357876,0,1,230440020223019684,2023-11-23,13,0.8616876,2686612,24.4285714285714,86.5652922857143,0,0,1,73.802012,54.6859028571429,26.9189775714286,30.2857142857143,449.0,,,,,273270
2022-07-17,202229,816.0,816,816,816,1.7956272e-09,30.372826,0,2,230440020222919684,2023-11-23,47,0.7611966,2686612,24.1428571428571,90.3184265714286,1,0,1,76.401962,62.2905298571429,26.5103175714286,29.2857142857143,433.0,,,,,273270
2022-07-10,202228,747.0,747,747,747,0.0,27.804537,0,2,230440020222819684,2023-11-23,63,0.5317005,2686612,24.5714285714286,87.9260408571429,1,0,1,77.2674492857143,61.162032,26.5952382857143,29.2857142857143,382.0,,,,,273270
2022-07-03,202227,938.0,938,938,938,0.0,34.91386,0,2,230440020222719684,2023-11-23,98,0.5562224,2686612,22.8571428571429,93.41572,1,0,1,80.60768,65.0953854285714,25.5698054285714,28.5714285714286,478.0,,,,,273270
2022-06-26,202226,1538.0,1538,1538,1538,3.818923e-11,57.246822,0,4,230440020222619684,2023-11-23,75,0.8009363,2686612,24.4285714285714,93.4826185714286,1,0,2,78.6128784285714,60.8960234285714,26.8571428571429,30.1428571428571,715.0,,,,,273270
2022-06-19,202225,1710.0,1710,1710,1710,2.9498848e-11,63.648937,0,4,230440020222519684,2023-11-23,80,0.8087364,2686612,24,92.5980342857143,1,0,2,80.5667957142857,66.0244368571429,26.1071431428571,28.7142857142857,961.0,,,,,273270
2022-06-12,202224,1849.0,1849,1849,1849,1.2721263e-06,68.82274,0,4,230440020222419684,2023-11-23,72,0.8615248,2686612,24.5714285714286,88.0238194285714,1,0,2,76.6857224285714,61.453564,26.7678568571429,29.7142857142857,1218.0,,,,,273270
2022-06-05,202223,2289.0,2289,2289,2289,0.9705125,85.20024,0,4,230440020222319684,2023-11-23,98,1.0582422,2686612,23.7142857142857,94.2327514285714,1,1,2,86.3264035714286,73.5189848571429,25.6736392857143,28.1428571428571,1318.0,,,,,273270
2022-05-29,202222,2293.0,2293,2293,2293,0.1847957,85.34913,0,4,230440020222219684,2023-11-23,135,0.9740211,2686612,23.8571428571429,95.8567092857143,1,0,2,86.2912812857143,70.1319608571429,26.062925,29.1428571428571,1312.0,,,,,273270
2022-05-22,202221,1754.0,1754,1754,1754,0.0,65.28669,0,4,230440020222119684,2023-11-23,85,0.7246071,2686612,23.4285714285714,96.6745242857143,1,0,2,84.0637298571429,65.6281137142857,26.1179651428571,29.8571428571429,981.0,,,,,273270
2022-05-15,202220,2620.0,2620,2620,2620,1.0,97.52059,0,4,230440020222019684,2023-11-23,88,1.1851642,2686612,25.2857142857143,94.2269371428571,1,1,2,82.3192214285714,66.8579342857143,27.6428571428571,30.4285714285714,1292.0,,,,,273270
2022-05-08,202219,2604.0,2604,2604,2604,1.0,96.92505,0,4,230440020221919684,2023-11-23,78,1.3552316,2686612,24.1428571428571,95.0388292857143,1,1,2,86.003804,74.5844617142857,26.2358057142857,28.7142857142857,1173.0,,,,,273270
2022-05-01,202218,2269.0,2269,2269,2269,1.0,84.45581,0,4,230440020221819684,2023-11-23,59,1.326518,2686612,24.7142857142857,91.940758,1,1,2,81.9068878571428,67.6607372857143,27.195346,29.8571428571429,997.0,,,,,273270
2022-04-24,202217,1776.0,1776,1776,1776,0.9999986,66.10556,0,4,230440020221719684,2023-11-23,52,1.178249,2686612,24.4285714285714,92.7144071428571,1,1,2,81.29799,65.4715802857143,27.2278142857143,30.4285714285714,776.0,,,,,273270
2022-04-17,202216,1803.0,1803,1803,1803,1.0,67.11055,0,4,230440020221619684,2023-11-23,62,1.417809,2686612,24.5714285714286,95.88652,1,1,2,84.2459612857143,71.2063958571429,27.1837474285714,3E+1,800.0,,,,,273270
2022-04-10,202215,1501.0,1501,1501,1501,1.0,55.86962,0,4,230440020221519684,2023-11-23,27,1.4671736,2686612,25.1428571428571,94.2568328571429,1,1,2,81.9017677142857,67.1763677142857,27.5392857142857,30.4285714285714,676.0,,,,,273270
2022-04-03,202214,1320.0,1320,1320,1320,1.0,49.132515,0,3,230440020221419684,2023-11-23,66,1.6167938,2686612,24.4285714285714,96.6985407142857,1,1,2,87.8782357142857,74.53404,26.3190474285714,29,633.0,,,,,273270
2022-03-27,202213,989.0,989,989,989,1.0,36.812164,0,3,230440020221319684,2023-11-23,29,1.4986155,2686612,23.5714285714286,99.1701442857143,1,1,1,88.2442544285714,73.6933582857143,26.0214171428571,28.8571428571429,326.0,,,,,273270
2022-03-20,202212,780.0,780,780,780,1.0,29.032848,0,3,230440020221219684,2023-11-23,11,1.4750805,2686612,24.1428571428571,96.686565,1,1,1,85.248446,70.9489978571429,26.693877,29.7142857142857,222.0,,,,,273270
2022-03-13,202211,687.0,687,687,687,1.0,25.57124,0,3,230440020221119684,2023-11-23,29,1.6140234,2686612,24,97.5164207142857,1,1,1,87.4729358571429,75.7044831428571,26.2566325714286,28.5714285714286,158.0,,,,,273270
2022-03-06,202210,490.0,490,490,490,0.9999998,18.238585,0,3,230440020221019684,2023-11-23,17,1.4245389,2686612,24.2857142857143,96.686565,1,1,1,82.9120492857143,69.1081985714286,26.940476,29.8571428571429,90.0,,,,,273270
2022-02-27,202209,439.0,439,439,439,1.0,16.340282,0,3,230440020220919684,2023-11-23,22,1.6037507,2686612,26,88.1099731428571,1,1,1,77.1288762857143,64.1643,28.1726194285714,30.7142857142857,78.0,,,,,273270
2022-02-20,202208,322.0,322,322,322,0.9999999,11.985355,0,3,230440020220819684,2023-11-23,35,1.5747479,2686612,25.7142857142857,89.6409652857143,1,1,1,76.8640301428571,63.1198384285714,28.1190477142857,30.7142857142857,51.0,,,,,273270
2022-02-13,202207,298.0,298,298,298,1.0,11.092037,0,3,230440020220719684,2023-11-23,17,1.9295068,2686612,25.2857142857143,91.3158715714286,1,1,1,76.1162858571429,64.1128785714286,27.9960317142857,30.2857142857143,43.0,,,,,273270
2022-02-06,202206,187.0,187,187,187,0.9907287,6.960439,0,1,230440020220619684,2023-11-23,21,1.2962803,2686612,26.5714285714286,81.7312088571429,0,1,1,74.2721975714286,63.0965094285714,28.2619048571429,30.5714285714286,33.0,,,,,273270
2022-01-30,202205,138.0,138,138,138,0.024241414,5.136581,0,2,230440020220519684,2023-11-23,14,0.7990914,2686612,25.2857142857143,91.1421565714286,1,0,0,78.4306784285714,64.2628032857143,28.0178574285714,30.7142857142857,34.0,,,,,273270
2022-01-23,202204,115.0,115,115,115,1.8104295e-06,4.280484,0,2,230440020220419684,2023-11-23,19,0.58637846,2686612,24.2857142857143,88.9429611428571,1,0,0,80.0923502857143,69.8361392857143,26.6170635714286,29,24.0,,,,,273270
2022-01-16,202203,169.0,169,169,169,0.59283143,6.2904506,0,2,230440020220319684,2023-11-23,30,1.0260116,2686612,25.5714285714286,88.9226528571429,1,0,0,80.8500647142857,68.2217762857143,27.477241,29.8571428571429,31.0,,,,,273270
2022-01-09,202202,242.0,242,242,242,1.0,9.0076275,0,3,230440020220219684,2023-11-23,109,1.9762994,2686612,25.1428571428571,90.4648331428571,1,1,1,77.9770842857143,62.5360528571429,27.5416668571429,30.4285714285714,30.0,,,,,273270
2022-01-02,202201,210.0,210,210,210,0.991978,7.8165364,0,1,230440020220119684,2023-11-23,77,1.2838376,2686612,25,91.9069408571429,1,1,1,80.3651507142857,67.0270498571429,27.3317805714286,29.8571428571429,30.0,,,,,273270
2021-12-26,202152,19.0,19,19,19,0.0,0.7072104,0,1,230440020215219684,2023-11-23,21,0.07864576,2686612,26.4285714285714,87.4063068571429,1,0,0,77.3717134285714,65.1923567142857,28.3493791428571,30.5714285714286,15.0,,,,,273270
2021-12-19,202151,133.0,133,133,133,2.0602331e-10,4.950473,0,1,230440020215119684,2023-11-23,19,0.5217615,2686612,27,81.6184385714286,0,0,0,71.8688857142857,58.4685042857143,28.8289337142857,31.5714285714286,61.0,,,,,273270
2021-12-12,202150,325.0,325,325,325,0.99999654,12.09702,0,3,230440020215019684,2023-11-23,158,1.4747548,2686612,26.8571428571429,83.1581538571429,0,1,1,70.8612062857143,58.4447698571429,29.0499482857143,31.8571428571429,113.0,,,,,273270
2021-12-05,202149,279.0,279,279,279,0.99989754,10.384827,0,1,230440020214919684,2023-11-23,17,1.4079396,2686612,26.2857142857143,85.9574225714286,0,1,1,72.8824901428572,57.5163881428571,28.7424948571429,31.8571428571429,117.0,,,,,273270
2021-11-28,202148,191.0,191,191,191,0.39514732,7.109326,0,1,230440020214819684,2023-11-23,11,0.97336125,2686612,26.8571428571429,82.3019571428571,0,0,1,72.2541341428571,57.0160092857143,28.97412,32,59.0,,,,,273270
2021-11-21,202147,198.0,198,198,198,0.29480156,7.369877,0,1,230440020214719684,2023-11-23,10,0.94796413,2686612,26.7142857142857,82.9615488571429,0,0,1,71.9569682857143,58.4156958571429,28.7884434285714,31.5714285714286,60.0,,,,,273270
2021-11-14,202146,191.0,191,191,191,0.03644753,7.109326,0,1,230440020214619684,2023-11-23,17,0.83905977,2686612,26.7142857142857,81.7113822857143,0,0,1,69.6920007142857,54.1964544285714,28.8069357142857,32,42.0,,,,,273270
2021-11-07,202145,195.0,195,195,195,0.011964065,7.258212,0,1,230440020214519684,2023-11-23,9,0.80537236,2686612,26.4285714285714,81.7812182857143,0,0,1,70.8869722857143,56.0058554285714,28.6407862857143,31.5714285714286,53.0,,,,,273270
2021-10-31,202144,252.0,252,252,252,0.41563278,9.379844,0,1,230440020214419684,2023-11-23,12,0.98129934,2686612,26,86.6150177142857,0,0,1,74.2117642857143,59.4237455714286,28.2093685714286,31.1428571428571,81.0,,,,,273270
2021-10-24,202143,221.0,221,221,221,0.02693423,8.225974,0,1,230440020214319684,2023-11-23,11,0.8391364,2686612,25.7142857142857,82.3228897142857,0,0,1,69.259558,52.7907497142857,28.338768,31.2857142857143,82.0,,,,,273270
2021-10-17,202142,276.0,276,276,276,0.475597,10.273162,0,1,230440020214219684,2023-11-23,12,0.99481386,2686612,26.5714285714286,83.7234278571429,0,0,1,72.1072958571429,57.3986188571429,28.4940477142857,31.5714285714286,76.0,,,,,273270
2021-10-10,202141,270.0,270,270,270,0.0227521,10.049832,0,1,230440020214119684,2023-11-23,25,0.8478479,2686612,26,82.2724904285714,0,0,1,70.4792377142857,55.8745051428571,28.2173914285714,31.1428571428571,77.0,,,,,273270
2021-10-03,202140,236.0,236,236,236,1.2849313e-07,8.784298,0,1,230440020214019684,2023-11-23,29,0.65305614,2686612,25.8571428571429,83.697982,0,0,1,72.5558585714286,58.0193015714286,28.095238,31.1428571428571,66.0,,,,,273270
2021-09-26,202139,336.0,336,336,336,0.026079198,12.506458,0,1,230440020213919684,2023-11-23,18,0.86552495,2686612,26,83.6762065714286,0,0,1,71.3335921428571,51.2865044285714,28.1666665714286,31.8571428571429,117.0,,,,,273270
2021-09-19,202138,369.0,369,369,369,0.0598564,13.734771,0,1,230440020213819684,2023-11-23,13,0.8946269,2686612,25.8571428571429,81.5619154285714,0,0,1,70.5195257142857,54.4347215714286,27.8690477142857,31.1428571428571,133.0,,,,,273270
2021-09-12,202137,401.0,401,401,401,0.012330784,14.925862,0,1,230440020213719684,2023-11-23,14,0.8584298,2686612,25.4285714285714,81.5305765714286,0,0,1,68.5991871428571,48.4985167142857,28.0701342857143,31.8571428571429,132.0,,,,,273270
2021-09-05,202136,390.0,390,390,390,5.6374083e-09,14.516424,0,1,230440020213619684,2023-11-23,10,0.6890747,2686612,25.4285714285714,85.0849748571429,0,0,1,70.3256764285714,53.1146324285714,27.6990168571429,30.7142857142857,156.0,,,,,273270
2021-08-29,202135,443.0,443,443,443,3.5316194e-13,16.48917,0,1,230440020213519684,2023-11-23,13,0.6487597,2686612,25.5714285714286,80.12763,0,0,1,68.5390651428571,50.0450222857143,27.8747411428571,31.2857142857143,170.0,,,,,273270
2021-08-22,202134,545.0,545,545,545,1.745748e-11,20.285772,0,1,230440020213419684,2023-11-23,24,0.69345474,2686612,25,80.8855177142857,0,0,1,69.2591542857143,51.615178,27.6526911428571,31.1428571428571,180.0,,,,,273270
2021-08-15,202133,722.0,722,722,722,2.503416e-05,26.873997,0,1,230440020213319684,2023-11-23,22,0.8164161,2686612,24.8571428571429,80.1115277142857,0,0,1,67.8211934285714,48.6227347142857,27.5905797142857,30.8571428571429,259.0,,,,,273270
2021-08-08,202132,768.0,768,768,768,1.6129947e-08,28.58619,0,1,230440020213219684,2023-11-23,40,0.7679356,2686612,25.1428571428571,85.2033005714286,0,0,1,70.8023855714286,52.6860372857143,27.7305902857143,31.1428571428571,340.0,,,,,273270
2021-08-01,202131,904.0,904,904,904,1.7913134e-08,33.648327,0,1,230440020213119684,2023-11-23,21,0.7836396,2686612,24.4285714285714,84.405942,0,0,1,67.5381291428571,44.8876325714286,27.7032985714286,31.8571428571429,418.0,,,,,273270
2021-07-25,202130,951.0,951,951,951,1.0547119e-13,35.397743,0,1,230440020213019684,2023-11-23,38,0.7324166,2686612,24.5714285714286,86.457048,0,0,1,72.2577337142857,51.5276714285714,27.4192542857143,30.8571428571429,405.0,,,,,273270
2021-07-18,202129,1158.0,1158,1158,1158,1.1315477e-06,43.102615,0,1,230440020212919684,2023-11-23,40,0.8290484,2686612,24.5714285714286,86.5519834285714,0,0,1,71.6208527142857,50.0618392857143,27.4270182857143,30.5714285714286,514.0,,,,,273270
2021-07-11,202128,1370.0,1370,1370,1370,0.0062478576,50.993595,0,4,230440020212819684,2023-11-23,29,0.9109885,2686612,24.7142857142857,88.1193117142857,1,0,2,74.0630795714286,56.2636551428571,27.4684268571429,30.7142857142857,682.0,,,,,273270
2021-07-04,202127,1380.0,1380,1380,1380,4.8618045e-07,51.36581,0,4,230440020212719684,2023-11-23,45,0.8367082,2686612,24.8571428571429,87.2963368571429,1,0,2,74.8174065714286,57.6615234285714,27.2282608571429,30.2857142857143,696.0,,,,,273270
2021-06-27,202126,1457.0,1457,1457,1457,5.954732e-10,54.231873,0,4,230440020212619684,2023-11-23,27,0.8076924,2686612,25,89.5562322857143,1,0,2,75.912823,54.3123661428571,27.2885377142857,30.7142857142857,725.0,,,,,273270
2021-06-20,202125,1697.0,1697,1697,1697,0.0003620678,63.16506,0,4,230440020212519684,2023-11-23,26,0.8933249,2686612,25,85.7361308571429,0,0,2,72.5751,56.2608948571429,27.5465842857143,30.4285714285714,796.0,,,,,273270
2021-06-13,202124,1752.0,1752,1752,1752,0.24496706,65.21224,0,4,230440020212419684,2023-11-23,30,0.9770775,2686612,25.2857142857143,93.578693,1,0,2,80.4177544285714,64.0312094285714,27.2637162857143,29.7142857142857,889.0,,,,,273270
2021-06-06,202123,2084.0,2084,2084,2084,1.0,77.56982,0,4,230440020212319684,2023-11-23,136,1.3524938,2686612,25.2857142857143,88.8429074285714,1,1,2,76.5573941428571,60.8503667142857,27.6643774285714,30.7142857142857,1044.0,,,,,273270
2021-05-30,202122,1944.0,1944,1944,1944,1.0,72.358795,0,4,230440020212219684,2023-11-23,71,1.4322158,2686612,25,88.062138,1,1,2,73.8479134285714,55.4920805714286,27.7242497142857,30.8571428571429,915.0,,,,,273270
2021-05-23,202121,1414.0,1414,1414,1414,0.999808,52.631344,0,4,230440020212119684,2023-11-23,65,1.1482251,2686612,24.7142857142857,87.2521051428571,1,1,2,73.7002034285714,55.973911,27.8928568571429,31.1428571428571,795.0,,,,,273270
2021-05-16,202120,1303.0,1303,1303,1303,1.0,48.499744,0,4,230440020212019684,2023-11-23,40,1.2650002,2686612,25.1428571428571,91.9167142857143,1,1,2,78.9875415714286,63.0475821428571,27.5059522857143,30.2857142857143,797.0,,,,,273270
2021-05-09,202119,1368.0,1368,1368,1368,1.0,50.91915,0,3,230440020211919684,2023-11-23,54,1.72705,2686612,24,95.8386157142857,1,1,2,84.3814028571429,68.674674,26.5357142857143,29.4285714285714,811.0,,,,,273270
2021-05-02,202118,1037.0,1037,1037,1037,1.0,38.5988,0,3,230440020211819684,2023-11-23,34,1.6934642,2686612,23.7142857142857,97.5164207142857,1,1,1,85.6279542857143,69.6911125714286,26.1547617142857,29.1428571428571,639.0,,,,,273270
2021-04-25,202117,751.0,751,751,751,1.0,27.953423,0,3,230440020211719684,2023-11-23,28,1.4960146,2686612,24.7142857142857,92.7083185714286,1,1,1,78.3224435714286,63.0793147142857,27.7505174285714,30.7142857142857,453.0,,,,,273270
2021-04-18,202116,574.0,574,574,574,0.99999994,21.365198,0,3,230440020211619684,2023-11-23,17,1.4041523,2686612,24.7142857142857,93.463495,1,1,1,83.0847401428571,69.2196618571429,26.9997167142857,29.8571428571429,329.0,,,,,273270
2021-04-11,202115,496.0,496,496,496,1.0,18.461914,0,3,230440020211519684,2023-11-23,41,1.5797168,2686612,25.1428571428571,93.4447491428571,1,1,1,82.0400485714286,65.9661621428571,27.5767541428571,30.7142857142857,299.0,,,,,273270
2021-04-04,202114,453.0,453,453,453,1.0,16.861385,0,2,230440020211419684,2023-11-23,22,1.744453,2686612,25.8571428571429,88.9484194285714,1,1,1,75.0043657142857,58.9930575714286,28.6023808571429,32,272.0,,,,,273270
2021-03-28,202113,258.0,258,258,258,0.6653473,9.603173,0,2,230440020211319684,2023-11-23,43,1.0386598,2686612,24.8571428571429,93.4746542857143,1,0,1,80.7540744285714,65.1020408571429,27.7257268571429,30.8571428571429,148.0,,,,,273270
2021-03-21,202112,251.0,251,251,251,0.5056342,9.342622,0,2,230440020211219684,2023-11-23,31,1.0012609,2686612,23.5714285714286,96.6623542857143,1,0,1,86.6171035714286,74.6044431428571,25.7415537142857,28.1428571428571,149.0,,,,,273270
2021-03-14,202111,235.0,235,235,235,0.39035136,8.747076,0,2,230440020211119684,2023-11-23,18,0.97482425,2686612,24.8571428571429,90.3549237142857,1,0,1,80.9446585714286,68.8306548571429,27.0327637142857,29.1428571428571,112.0,,,,,273270
2021-03-07,202110,272.0,272,272,272,0.9841793,10.124275,0,3,230440020211019684,2023-11-23,120,1.2131549,2686612,25.2857142857143,88.9493972857143,1,1,1,80.3506921428571,70.4667002857143,27.5119048571429,29.7142857142857,149.0,,,,,273270
2021-02-28,202109,244.0,244,244,244,0.9577269,9.08207,0,2,230440020210919684,2023-11-23,29,1.1764349,2686612,25.5714285714286,90.3109021428571,1,1,1,80.1226664285714,70.0745932857143,27.5221611428571,29.4285714285714,119.0,,,,,273270
2021-02-21,202108,217.0,217,217,217,0.9421657,8.077087,0,1,230440020210819684,2023-11-23,30,1.1698941,2686612,25.4285714285714,89.5675737142857,1,0,1,78.6291172857143,66.4832097142857,27.8530741428571,30.1428571428571,99.0,,,,,273270
2021-02-14,202107,220.0,220,220,220,0.9989714,8.188752,0,3,230440020210719684,2023-11-23,46,1.3740823,2686612,25.5714285714286,88.9029254285714,1,1,1,80.2768022857143,70.0592861428571,27.3300397142857,29.4285714285714,88.0,,,,,273270
2021-02-07,202106,184.0,184,184,184,0.9944286,6.8487744,0,1,230440020210619684,2023-11-23,29,1.3280404,2686612,26.7142857142857,85.2248875714286,0,1,1,76.8858871428571,65.4602558571429,28.5000002857143,30.7142857142857,68.0,,,,,273270
2021-01-31,202105,164.0,164,164,164,0.9868679,6.1043425,0,1,230440020210519684,2023-11-23,42,1.2990313,2686612,26,83.7027428571429,0,0,0,75.2607862857143,64.2077832857143,27.869824,30.2857142857143,90.0,,,,,273270
2021-01-24,202104,127.0,127,127,127,0.76614887,4.7271433,0,1,230440020210419684,2023-11-23,18,1.0975944,2686612,26,88.0941845714286,1,0,0,78.7506565714286,65.7199437142857,27.7063492857143,3E+1,54.0,,,,,273270
2021-01-17,202103,130.0,130,130,130,0.9930141,4.838808,0,1,230440020210319684,2023-11-23,17,1.3916805,2686612,25.2857142857143,89.5675737142857,1,0,0,78.456925,66.4700267142857,27.3325334285714,29.8571428571429,45.0,,,,,273270
2021-01-10,202102,116.0,116,116,116,0.9998031,4.3177056,0,1,230440020210219684,2023-11-23,22,1.6990631,2686612,26.4285714285714,82.2660772857143,0,0,0,73.1414255714286,58.3665465714286,28.1252068571429,31,42.0,,,,,273270
2021-01-03,202101,123.0,123,123,123,0.9999456,4.578257,0,1,230440020210119684,2023-11-23,26,1.7637106,2686612,26.5714285714286,84.6298292857143,0,0,0,74.5683437142857,60.8252875714286,28.3371211428571,31,44.0,,,,,273270
2020-12-27,202053,54.0,54,54,54,0.0020731161,2.0099664,0,1,230440020205319589,2023-08-20,2,0.61446774,2686612,27,83.676956,0,0,0,72.161975,53.9766265,28.565217,31.5,10.0,,,,,273270
