data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2014-08-10,201433,244.0,244,244,244,0.01599291,9.08207,0,1,230440020143319589,2023-08-20,8,0.83091193,2686612,23.5714285714286,75.5714285714286,0,0,1,60.012094,35,26.815098,30.4285714285714,244.0,,,,,273270
2014-08-03,201432,244.0,244,244,244,9.334359e-05,9.08207,0,1,230440020143219589,2023-08-20,6,0.7315306,2686612,24.2857142857143,78.5714285714286,0,0,1,63.4737857142857,42.4285714285714,26.794335,29.7142857142857,244.0,,,,,273270
2014-07-27,201431,279.0,279,279,279,0.00093850796,10.384827,0,1,230440020143119589,2023-08-20,7,0.78091604,2686612,23.8571428571429,79.5714285714286,0,0,1,64.8489711428571,44.7142857142857,26.5653914285714,29.7142857142857,279.0,,,,,273270
2014-07-20,201430,373.0,373,373,373,0.43661192,13.883657,0,1,230440020143019589,2023-08-20,11,0.98842376,2686612,23.2857142857143,82.4285714285714,0,0,1,66.7817181428571,44.7142857142857,26.3634791428571,29.8571428571429,373.0,,,,,273270
2014-07-13,201429,335.0,335,335,335,0.021068979,12.469236,0,1,230440020142919589,2023-08-20,8,0.8597533,2686612,23.5714285714286,82,0,0,1,65.8911557142857,45.5714285714286,26.6095235714286,29.8571428571429,335.0,,,,,273270
2014-07-06,201428,392.0,392,392,392,0.46080035,14.590868,0,1,230440020142819589,2023-08-20,13,0.99301076,2686612,24,80.5714285714286,0,0,1,66.8800134285714,45.7142857142857,26.6465518571429,29.7142857142857,392.0,,,,,273270
2014-06-29,201427,402.0,402,402,402,0.32533604,14.963083,0,1,230440020142719589,2023-08-20,20,0.96882427,2686612,24,85.5714285714286,0,0,1,68.5368662857143,46.7142857142857,26.6341341428571,29.5714285714286,402.0,,,,,273270
2014-06-22,201426,383.0,383,383,383,0.003353011,14.255873,0,1,230440020142619589,2023-08-20,4,0.8295456,2686612,24,85.7142857142857,0,0,1,68.5510195714286,46.4285714285714,26.9380955714286,30.1428571428571,383.0,,,,,273270
2014-06-15,201425,400.0,400,400,400,0.00018961623,14.88864,0,1,230440020142519589,2023-08-20,8,0.7891795,2686612,25.1428571428571,80.4285714285714,0,0,1,67.84883,45.8571428571429,27.0377931428571,29.7142857142857,400.0,,,,,273270
2014-06-08,201424,448.0,448,448,448,0.019483749,16.675278,0,1,230440020142419589,2023-08-20,12,0.87514913,2686612,24.7142857142857,85.7142857142857,0,0,1,66.8946555714286,44.5714285714286,27.3831094285714,30.4285714285714,448.0,,,,,273270
2014-06-01,201423,560.0,560,560,560,0.9911524,20.844097,0,3,230440020142319589,2023-08-20,15,1.1583511,2686612,24.7142857142857,87.2857142857143,1,1,1,69.83163,48.5714285714286,27.2602042857143,3E+1,560.0,,,,,273270
2014-05-25,201422,513.0,513,513,513,0.99341404,19.09468,0,3,230440020142219589,2023-08-20,14,1.174781,2686612,24.5714285714286,88.1428571428571,1,1,1,72.4524985714286,53,27.0336031428571,29.8571428571429,513.0,,,,,273270
2014-05-18,201421,507.0,507,507,507,0.99999684,18.871351,0,3,230440020142119589,2023-08-20,9,1.3580933,2686612,25,89.7142857142857,1,1,1,75.4757214285714,57.1428571428571,27.1789234285714,29.7142857142857,507.0,,,,,273270
2014-05-11,201420,426.0,426,426,426,0.9999999,15.856402,0,3,230440020142019589,2023-08-20,14,1.4739109,2686612,24,91.8571428571429,1,1,1,79.9188357142857,60.1428571428571,26.1966411428571,28.8571428571429,426.0,,,,,273270
2014-05-04,201419,417.0,417,417,417,1.0,15.521408,0,3,230440020141919589,2023-08-20,22,1.8666092,2686612,24.4285714285714,88.8571428571429,1,1,1,73.679412,53.4285714285714,27.1684607142857,29.7142857142857,417.0,,,,,273270
2014-04-27,201418,270.0,270,270,270,0.99777085,10.049832,0,1,230440020141819589,2023-08-20,22,1.2982635,2686612,24.2857142857143,90.4285714285714,1,1,1,76.4520448571429,58.1428571428571,27.0119115714286,29.7142857142857,270.0,,,,,273270
2014-04-20,201417,191.0,191,191,191,0.05872357,7.109326,0,1,230440020141719589,2023-08-20,5,0.8572738,2686612,25.4285714285714,86.7142857142857,0,0,1,71.2317178571429,52,27.9626824285714,30.5714285714286,191.0,,,,,273270
2014-04-13,201416,187.0,187,187,187,0.04986593,6.960439,0,2,230440020141619589,2023-08-20,13,0.8493661,2686612,24,89.4285714285714,1,0,1,75.9752297142857,59.5714285714286,26.7425522857143,29.4285714285714,187.0,,,,,273270
2014-04-06,201415,240.0,240,240,240,0.9942805,8.933185,0,3,230440020141519589,2023-08-20,20,1.277902,2686612,24.4285714285714,91.1428571428571,1,1,1,77.1413357142857,53.7142857142857,26.821409,29.7142857142857,240.0,,,,,273270
2014-03-30,201414,254.0,254,254,254,0.99999964,9.454287,0,3,230440020141419589,2023-08-20,10,1.6432588,2686612,24,92.5714285714286,1,1,1,80.1141585714286,64,26.2975052857143,28.7142857142857,254.0,,,,,273270
2014-03-23,201413,173.0,173,173,173,0.9898407,6.439337,0,1,230440020141319589,2023-08-20,8,1.305128,2686612,25.4285714285714,82.8571428571429,0,1,1,68.2704085714286,50.2857142857143,27.8520411428571,30.7142857142857,173.0,,,,,273270
2014-03-16,201412,152.0,152,152,152,0.97104055,5.6576834,0,1,230440020141219589,2023-08-20,8,1.2586561,2686612,24.5714285714286,89.5714285714286,1,0,0,74.7766894285714,57.8571428571429,27.1852331428571,29.8571428571429,152.0,,,,,273270
2014-03-09,201411,131.0,131,131,131,0.6635781,4.87603,0,1,230440020141119589,2023-08-20,4,1.0541975,2686612,24.8571428571429,86.4285714285714,0,0,0,72.3194944285714,53.5714285714286,27.0207597142857,29.5714285714286,131.0,,,,,273270
2014-03-02,201410,114.0,114,114,114,0.053285673,4.2432623,0,1,230440020141019589,2023-08-20,10,0.81640226,2686612,25.2857142857143,81.8571428571429,0,0,0,68.0093257142857,50.2857142857143,27.617523,29.8571428571429,114.0,,,,,273270
2014-02-23,201409,109.0,109,109,109,0.004428289,4.0571547,0,1,230440020140919589,2023-08-20,10,0.72161597,2686612,25.1428571428571,82.5714285714286,0,0,0,67.5765314285714,48.4285714285714,27.4795915714286,30.1428571428571,109.0,,,,,273270
2014-02-16,201408,154.0,154,154,154,0.40098023,5.7321267,0,1,230440020140819589,2023-08-20,7,0.972055,2686612,24,87,0,0,0,73.7853628571429,57,26.753036,29.2857142857143,154.0,,,,,273270
2014-02-09,201407,151.0,151,151,151,0.311647,5.620462,0,1,230440020140719589,2023-08-20,10,0.9458482,2686612,25.2857142857143,81.2857142857143,0,0,0,71.4057478571429,55.8571428571429,27.400142,3E+1,151.0,,,,,273270
2014-02-02,201406,154.0,154,154,154,0.75863457,5.7321267,0,1,230440020140619589,2023-08-20,9,1.084938,2686612,24.1428571428571,87.1428571428571,1,0,0,70.9686242857143,53.7142857142857,26.885119,29.5714285714286,154.0,,,,,273270
2014-01-26,201405,180.0,180,180,180,0.99998367,6.699888,0,1,230440020140519589,2023-08-20,9,1.6401693,2686612,25,83.5714285714286,0,1,1,68.0135785714286,47,27.5087034285714,30.2857142857143,180.0,,,,,273270
2014-01-19,201404,150.0,150,150,150,0.99999934,5.58324,0,1,230440020140419589,2023-08-20,3,1.9315864,2686612,26,75.1428571428571,0,0,0,64.3469384285714,47.1428571428571,27.7653062857143,30.4285714285714,150.0,,,,,273270
2014-01-12,201403,107.0,107,107,107,0.99995023,3.9827113,0,1,230440020140319589,2023-08-20,13,1.858094,2686612,25.5714285714286,82,0,0,0,69.0025707142857,50.7142857142857,27.609562,30.1428571428571,107.0,,,,,273270
2014-01-05,201402,77.0,77,77,77,0.96158904,2.8660634,0,1,230440020140219589,2023-08-20,7,1.3592666,2686612,25.7142857142857,77.1428571428571,0,0,0,65.7980927142857,47.7142857142857,27.4227254285714,3E+1,77.0,,,,,273270
2013-12-29,201401,40.0,40,40,40,0.003548444,1.4888641,0,1,230440020140119589,2023-08-20,3,0.5911112,2686612,25.7142857142857,76.7142857142857,0,0,0,64.2741022857143,46.1428571428571,27.468508,30.2857142857143,40.0,,,,,273270
2013-12-22,201352,55.0,55,55,55,0.018604185,2.047188,0,1,230440020135219589,2023-08-20,3,0.6964221,2686612,26.2857142857143,76.7142857142857,0,0,0,65.1887747142857,45.7142857142857,28.0867347142857,30.7142857142857,55.0,,,,,273270
